"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2018,21,137359497
2018,21,137353395
2018,21,137353397
2018,21,137353396
2018,21,137359513
2018,21,137353398
2018,21,137359515
2018,21,137359518
2018,21,137359519
2018,21,137359522
2018,22,137359528
2018,22,137359527
2018,21,137359534
2018,21,137359536
2018,21,137359547
2018,21,137359555
2018,21,137359556
2018,22,137359554
2018,21,137359550
2018,22,137359565
2018,21,137353417
2018,21,137359571
2018,21,137359576
2018,21,137359574
2018,22,137359584
2018,22,137359582
2018,22,137353420
2018,21,137359591
2018,21,137359590
2018,21,137359598
2018,21,137353425
2018,21,137359600
2018,21,137359602
2018,21,137359596
2018,21,137353429
2018,21,137353427
2018,22,137359610
2018,22,137359615
2018,21,137359616
2018,21,137353434
2018,21,137359625
2018,21,137353440
2018,21,137353441
2018,21,137353442
2018,21,137359631
2018,21,137353449
2018,21,137359639
2018,21,137353450
2018,21,137353452
2018,21,137359647
2018,21,137359657
2018,21,137359660
2018,21,137353458
2018,21,137353455
2018,21,137359664
2018,21,137359666
2018,21,137353484
2018,21,137356922
2018,21,137356836
2018,21,137356957
2018,21,137353392
2018,21,137359511
2018,21,137359525
2018,21,137353405
2018,21,137359544
2018,21,137359566
2018,22,137359567
2018,21,137359580
2018,21,137356967
2018,21,137357091
2018,21,137353355
2018,21,137359500
2018,21,137359512
2018,21,137353414
2018,21,137353416
2018,21,137353428
2018,21,137359620
2018,22,137359659
2018,21,137359599
2018,21,137359606
2018,21,137359609
2018,21,137353436
2018,21,137353448
2018,21,137359638
2018,22,137361396
2018,21,137359648
2018,21,137353462
2018,21,137356833
2018,21,137357151
2018,21,138081751
2018,21,138082101
2018,21,137356940
2018,21,137359439
2018,21,137359521
2018,21,137359537
2018,21,137359548
2018,21,137359568
2018,21,137359613
2018,21,137359619
2018,21,137359646
2018,21,137359645
2018,21,137353459
2018,21,138982642
2018,21,138081747
2018,21,138081765
2018,22,140984279
2018,21,140978080
2018,21,133623803
2018,22,133623827
2018,22,133623830
2018,22,133606053
2018,21,133623850
2018,21,133606076
2018,22,133623882
2018,22,133606125
2018,22,133606122
2018,22,133627008
2018,22,133627014
2018,21,133623913
2018,21,140986661
2018,21,140978173
2018,21,137356172
2018,21,137352187
2018,21,137356909
2018,21,137352201
2018,21,137356995
2018,21,137357030
2018,21,137357072
2018,21,137352595
2018,21,137358428
2018,22,137358492
2018,21,137359053
2018,21,137359057
2018,21,137359055
2018,21,137359058
2018,21,137359160
2018,21,137359172
2018,21,137359443
2018,21,137359440
2018,21,137353380
2018,21,137353382
2018,21,137353388
2018,21,137359501
2018,22,137359502
2018,4,137359504
2018,4,137353389
2018,21,137359506
2018,21,137359493
2018,21,137359495
2018,21,137359494
2018,21,137359509
2018,21,137359520
2018,21,137353399
2018,21,137353400
2018,21,137353401
2018,21,137359523
2018,21,137359524
2018,22,137359530
2018,2,137359532
2018,2,137359533
2018,21,137353404
2018,21,137353402
2018,21,137359541
2018,21,137359538
2018,22,137359551
2018,21,137353411
2018,22,137353412
2018,21,137359558
2018,21,137359557
2018,21,137359579
2018,21,137353422
2018,22,137359589
2018,21,137361393
2018,21,137359593
2018,21,137353424
2018,21,137359592
2018,21,137353431
2018,21,137353430
2018,21,137359607
2018,21,137359611
2018,21,137353433
2018,21,137359614
2018,21,137359623
2018,21,137359627
2018,21,137359634
2018,21,137359635
2018,21,137359633
2018,21,137359640
2018,21,137359644
2018,21,137353451
2018,22,137359654
2018,21,137359651
2018,21,137359650
2018,21,137359656
2018,22,137359661
2018,21,137359679
2018,21,137364540
